SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
"DVL, Inc. (OTCEM:DVLN)",102945,IQ266268,6076,1196,6076,,,,32652,64798,32652,,,,5185,37953,5185,,,,15.88,58.571,15.88,,,,8184,48763,8184,,,,1779,9379,1779,,,,3406,36526,3406,,,,27467,26845,27467,,,,4.6,5.199,4.6,,,,3.324,5.168,3.324,,,,5134,1476,5134,,,,-65979,-70513,-65979,,,,,,,,,,,,,,,,780,46995,780,,,,,,,,,,-481,1312,-481,,,,4939,997,4939,,,,6405,39384,6405,,,,14.8274,,3601,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EastGroup Properties, Inc. (NYSE:EGP)",102947,IQ268472,719573,190256,719573,190256,187465,182136,5431807,5490264,5431807,5490264,5431807,5354755,1935219,1913284,1935219,1913284,1935219,1845721,35.628,34.849,35.628,34.849,35.628,34.469,,,,,,,315039,410808,315039,410808,315039,307584,1677230,1648396,1677230,1648396,1677230,1521713,3496588,3576980,3496588,3576980,3496588,3509034,0.479,0.421,0.479,0.421,0.479,0.458,0.409,0.383,0.409,0.383,0.409,0.394,1007,31358,1007,31358,1007,2981,,,,,,,285799,76395,285799,76395,75965,74195,112824,111586,112824,111586,112824,104623,117480,114280,117480,114280,117480,107165,285799,76395,285799,76395,75965,74195,257402,94624,257402,94624,67737,66943,527330,139733,527330,139733,138349,134132,-164086,-237842,-164086,-237842,-164086,-166848,10644.9405261,199.08,203.6,159.365,84,,,0,103,,103,,103,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,468244,123071,468244,123071,124282,119724
Federal Realty Investment Trust (NYSE:FRT),102950,IQ271305,1280895,341245,1280895,341245,336278,322858,9130460,9096770,9130460,9096770,9130460,8862225,5629819,5532426,5629819,5532426,5629819,5396396,61.66,60.817,61.66,60.817,61.66,60.892,,,,,,,998471,574742,998471,574742,998471,568384,5028307,4934187,5028307,4934187,5028307,4809176,3500641,3564344,3500641,3564344,3500641,3465829,0.371,0.659,0.371,0.659,0.371,0.652,0.36,0.644,0.36,0.644,0.36,0.623,107415,115633,107415,115633,107415,111311,,,,,,,461433,116435,461433,116435,115873,111273,249755,249428,249755,249428,249755,239887,249755,249428,249755,249428,249755,239887,461433,116435,461433,116435,115873,111273,411077,159099,411077,159099,129744,61649,869946,227577,869946,227577,233649,217199,-628409,-196136,-628409,-196136,-628409,-197991,9888.97138059,114.33,115.66,89.99,279,,,-1,317,,317,,317,,,,,,,,Grant Thornton,,Grant Thornton,,Grant Thornton,,,,,BBB+,2022-03-10 14:17:56,Stable,2022-03-10 14:17:56,814519,215652,814519,215652,198495,205550
Welltower Inc. (NYSE:WELL),102952,IQ277914,10838034,3351926,10838034,3351926,3181011,2685692,67303047,67220556,67303047,67220556,67303047,59504802,24100108,22291286,24100108,22291286,24100108,20192420,35.808,33.161,35.808,33.161,35.808,33.934,,,,,,,4868569,5309713,4868569,5309713,4868569,2077655,21380295,19987096,21380295,19987096,21380295,18166784,43202939,44929270,43202939,44929270,43202939,39312382,1.697,1.646,1.697,1.646,1.697,6.991,1.136,1.237,1.136,1.237,1.136,4.094,5033678,4703775,5033678,4703775,5033678,6806507,,,,,,,526066,604648,526066,604648,-897066,534620,497963,57800,497963,57800,497963,,1558873,3078866,1558873,3078866,1558873,2450274,526066,604648,526066,604648,-897066,534620,936845,728672,936845,728672,96441,280559,4359369,1294874,4359369,1294874,1254463,1107556,3393203,3431136,3393203,3431136,3393203,12448189,153282.263673,215.61,219.5857,142.65,776,,,2,712,,712,,712,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,A-,2025-03-28 10:36:34,Stable,2025-03-28 10:36:34,2664594,1236857,2664594,1236857,-290188,1058286
"Healthpeak Properties, Inc. (NYSE:DOC)",102953,IQ277966,2822512,719402,2822512,,719402,705873,20336018,20336018,20336018,,20336018,19582401,12033567,12033567,12033567,,12033567,11317097,59.174,59.174,59.174,,59.174,57.792,,,,,,,1380786,1380786,1380786,,1380786,371541,10144154,10144154,10144154,,10144154,9432863,8302451,8302451,8302451,,8302451,8265304,1.218,1.218,1.218,,1.218,3.653,0.669,0.669,0.669,,0.669,1.474,467457,467457,467457,,467457,91038,,,,,,,533489,144362,533489,,144362,131307,451327,451327,451327,,451327,448845,1057347,1057347,1057347,,1057347,1122347,533489,144362,533489,,144362,131307,71347,113968,71347,,113968,-117122,1692770,440075,1692770,,440075,413531,300510,300510,300510,,300510,985873,11325.7309914,16.26,19.68,15.7,344,,,-2,411,411,411,,411,,,,,,,,Deloitte & Touche LLP,Deloitte & Touche LLP,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BBB+,2023-02-10 16:49:37,Stable,2023-02-10 16:49:37,1555855,369949,1555855,,369949,393624
"Income Opportunity Realty Investors, Inc. (NYSEAM:IOR)",102962,IQ280786,,,,,,,125917,125917,125917,,125917,124945,,,,,,4,,,,,,0.003,114845,114845,114845,,114845,113873,,,,,,4,0,0,0,,0,0,125917,125917,125917,,125917,124941,,,,,,NM,,,,,,36.75,6,6,6,,6,6,65669,65669,65669,,65669,64693,-383,-101,-383,,-101,-90,,,,,,,114839,114839,114839,,114839,113867,-383,-101,-383,,-101,-90,3990,976,3990,,976,1031,,,,,,,114845,114845,114845,,114845,113869,72.7845862,,19.69,17.5001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimco Realty Corporation (NYSE:KIM),102965,IQ320371,2140116,558016,2140116,558016,542456,535861,19688250,19585446,19688250,19585446,19688250,19880039,9120372,9039844,9120372,9039844,9120372,9195037,46.324,46.156,46.324,46.156,46.324,46.253,,,,,,,1190911,1110024,1190911,1110024,1190911,322849,8314581,8308660,8314581,8308660,8314581,8355115,10567878,10545602,10567878,10545602,10567878,10685002,0.488,0.486,0.488,0.486,0.488,1.587,0.488,0.485,0.488,0.485,0.488,1.583,211648,168438,211648,168438,211648,159339,,,,,,,717677,192115,717677,192115,179047,183964,357464,358328,357464,358328,357464,338096,368964,370076,368964,370076,368964,351719,717677,192115,717677,192115,179047,183964,584741,164898,584741,164898,151163,137775,1477782,385798,1477782,385798,369622,371879,-609153,-570135,-609153,-570135,-609153,189351,15780.7211328,23.24,24.31,19.76,776,,,-1,710,,710,,710,,,,,,,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,A-,2025-09-15 12:28:19,Stable,2025-09-15 12:28:19,1310023,334977,1310023,334977,320648,332577
"LTC Properties, Inc. (NYSE:LTC)",102970,IQ326651,257620,82526,257620,,82526,67436,2062060,2062060,2062060,,2062060,2044420,899676,899676,899676,,899676,999170,43.63,43.63,43.63,,43.63,48.873,,,,,,,24667,24667,24667,,24667,22293,844761,844761,844761,,844761,947175,1162384,1162384,1162384,,1162384,1045250,17.97,17.97,17.97,,17.97,21.931,16.931,16.931,16.931,,16.931,18.775,14387,14387,14387,,14387,17933,,,,,,,73089,-7373,73089,,-7373,30860,21079,21079,21079,,21079,20493,428871,428871,428871,,428871,427347,73089,-7373,73089,,-7373,30860,117972,102195,117972,,102195,-19995,186219,52812,186219,,52812,47394,418591,418591,418591,,418591,466624,1892.66549351,38.25,40.8,33.6394,29,,,7,25,25,25,,25,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,110963,3576,110963,,3576,39847
"National Health Investors, Inc. (NYSE:NHI)",102983,IQ320908,379292,115130,379292,115130,107475,89920,2796887,2889865,2796887,2889865,2796887,2690064,1256983,1357331,1256983,1357331,1256983,1191566,44.942,46.969,44.942,46.969,44.942,44.295,,,,,,,211573,82456,211573,82456,211573,253481,1165514,1269668,1165514,1269668,1165514,1109065,1539904,1532534,1539904,1532534,1539904,1498498,0.543,1.308,0.543,1.308,0.543,0.681,0.497,1.264,0.497,1.264,0.497,0.656,19624,24948,19624,24948,19624,81625,,,,,,,195824,52180,195824,52180,51887,44152,85463,79303,85463,79303,85463,84693,85463,79303,85463,79303,85463,84693,195824,52180,195824,52180,51887,44152,142177,40102,142177,40102,38163,32862,307382,84207,307382,84207,81478,71057,-96716,25357,-96716,25357,-96716,-80955,3669.74539109,76.18,91.38,68.8,41,,,3,32,,32,,32,,,,,,,,BDO LLP,,BDO LLP,,BDO LLP,,,,,BBB-,2019-11-04 05:00:06,Stable,2019-11-04 05:00:06,276768,75871,276768,75871,73540,64368
"Maxus Realty Trust, Inc. (OTCPK:MRTI)",102987,IQ291486,25609,7583,,,,,169677,209876,,,,,153032,193758,,,,,90.19,92.32,,,,,3661,7270,,,,,7078,12982,,,,,149924,189383,,,,,16645,16118,,,,,0.517,0.56,,,,,0.135,0.259,,,,,824,3074,,,,,,,,,,,6103,1571,,,,,129,285,,,,,129,285,,,,,6103,1571,,,,,-727,-343,,,,,17287,5070,,,,,-3417,-5712,,,,,83.1411,,103.99,54,0,,,,,,,,,,,,,,,,Mayer Hoffman McCann P.C.,,,,,,,,,,,,,12595,3476,,,,
"One Liberty Properties, Inc. (NYSE:OLP)",102988,IQ293779,97262,23751,97262,,23751,24786,857570,857570,857570,,857570,802305,557773,557773,557773,,557773,496533,65.041,65.041,65.041,,65.041,61.888,,,,,,,55723,55723,55723,,55723,29971,519931,519931,519931,,519931,461368,299797,299797,299797,,299797,305772,0.581,0.581,0.581,,0.581,1.786,0.569,0.569,0.569,,0.569,1.191,14434,14434,14434,,14434,18800,,,,,,,33914,7398,33914,,7398,9107,17269,17269,17269,,17269,16861,17269,17269,17269,,17269,16861,33914,7398,33914,,7398,9107,25474,2410,25474,,2410,10478,77311,18555,77311,,18555,19933,-23354,-23354,-23354,,-23354,23560,493.41293274,22.74,25.9,19.62,12,,,9,9,9,9,,9,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,54462,9270,54462,,9270,15366
Presidential Realty Corporation (OTCEM:PDNL.B),102990,IQ297938,1100.817,278.349,,,,,1022.274,1082.287,,,,,2043.344,2086.117,,,,,199.882,192.751,,,,,,,,,,,540.013,606.17,,,,,1445.878,1423.421,,,,,-1021.07,-1003.83,,,,,0.634,0.688,,,,,0.338,0.328,,,,,154.331,170.285,,,,,-9143.229,-9125.989,,,,,-19.656,29.994,,,,,,,,,,,28.001,28.304,,,,,-19.656,29.994,,,,,-119.688,11.22,,,,,466.311,120.988,,,,,-197.819,-189.02,,,,,0.0011262426,,0.0002,0.0001,0,,,,4,,,,,,,,,,,,Baker Tilly,,,,,,,,,,,,,54.666,48.614,,,,
Power REIT (NYSEAM:PW),103006,IQ297145,2011.783,506.096,2011.783,,506.096,513.11,26923.775,26923.775,26923.775,,26923.775,27955.657,21786.352,21786.352,21786.352,,21786.352,21737.265,80.919,80.919,80.919,,80.919,77.756,,,,,,,2573.281,2573.281,2573.281,,2573.281,2429.328,19972.892,19972.892,19972.892,,19972.892,20049.991,5137.423,5137.423,5137.423,,5137.423,6218.392,6.892,6.892,6.892,,6.892,7.453,4.552,4.552,4.552,,4.552,4.72,2235.306,2235.306,2235.306,,2235.306,1993.495,-51883.745,-51883.745,-51883.745,,-51883.745,-50557.311,-420.88,50.097,-420.88,,50.097,76.104,9478.293,9478.293,9478.293,,9478.293,9474.107,9478.293,9478.293,9478.293,,9478.293,9474.107,-420.88,50.097,-420.88,,50.097,76.104,-2195.082,-1326.434,-2195.082,,-1326.434,223.551,1044.525,373.79,1044.525,,373.79,412.786,15162.087,15162.087,15162.087,,15162.087,15675.726,2.7542055,0.7497,1.96,0.5941,6,,,0,,,,,,,,,,,,,"Malone & Bailey, PLLC","Malone & Bailey, PLLC","Malone & Bailey, PLLC",,"Malone & Bailey, PLLC",,,,,,,,,-129.841,133.723,-129.841,,133.723,146.788
COPT Defense Properties (NYSE:CDP),103010,IQ344249,766729,202043,766729,202043,197622,190610,4701790,4458909,4701790,4458909,4701790,4351432,3114115,2867138,3114115,2867138,3114115,2772176,66.233,64.301,66.233,64.301,66.233,63.707,,,,,,,636757,204067,636757,204067,636757,733445,2813216,2591478,2813216,2591478,2813216,2490091,1587675,1591771,1587675,1591771,1587675,1579256,1.06,2.425,1.06,2.425,1.06,0.545,0.951,1.642,0.951,1.642,0.951,0.436,274986,28580,274986,28580,274986,23687,,,,,,,233174,59722,233174,59722,58568,59641,330208,306433,330208,306433,330208,295747,400064,376355,400064,376355,400064,375519,233174,59722,233174,59722,58568,59641,152315,38556,152315,38556,37501,41727,442840,112062,442840,112062,112574,112302,38407,290712,38407,290712,38407,-333959,3459.47790552,31.385,33.29,25.99,288,,,0,430,,430,,430,,,,,,,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,BBB-,2013-04-16 14:01:42,Stable,2020-04-06 18:04:38,396873,100646.75,396873,100646.75,101266,100700
"Dynex Capital, Inc. (NYSE:DX)",103012,IQ299081,372113,-59109,372113,-59109,201998,162386,17342178,24343352,17342178,24343352,17342178,14158694,14880034,21622082,14880034,21622082,14880034,12201146,85.803,88.821,85.803,88.821,85.803,86.174,,,,,,,14049801,21232897,14049801,21232897,14049801,11917786,13909061,21059578,13909061,21059578,13909061,11758157,2462144,2721270,2462144,2721270,2462144,1957548,0.073,0.066,0.073,0.066,0.073,0.077,0.045,0.041,0.045,0.041,0.045,0.049,531043,773138,531043,773138,531043,490989,-441937,-629566,-441937,-629566,-441937,-541969,,,,,,,,,,,,,85983,101487,85983,101487,85983,82115,,,,,,,319066,-80362,319066,-80362,185359,150388,372113,-59109,372113,-59109,201998,162386,-13022933,-19841075,-13022933,-19841075,-13022933,-10997764,2852.90102682,13.49,14.9305,11.7,32,,,3,28,,28,,28,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,NR,2002-07-18 10:49:15,NR,2002-07-18 10:49:15,,,,,,
RPT Realty,103013,IQ300897,218815,56836,,,,,1946439,1909177,,,,,967786,968921,,,,,49.721,50.751,,,,,,,,,,,58746,70371,,,,,872375,865179,,,,,978653,940256,,,,,1.173,0.74,,,,,0.697,0.666,,,,,5414,4155,,,,,,,,,,,31019,10580,,,,,35526,18377,,,,,35526,18377,,,,,31019,10580,,,,,84050,-6182,,,,,157719,43186,,,,,10162,-18265,,,,,,,,,25,,,0,138,,,,,,,,,,,,Grant Thornton,,,,,,,,,,,,,106283,26562,,,,
Public Storage (NYSE:PSA),103016,IQ305520,4833717,1224577,4833717,1224577,1220325,1227717,20208604,19850409,20208604,19850409,20208604,20114318,10866770,10530687,10866770,10530687,10866770,10707211,53.773,53.05,53.773,53.05,53.773,53.232,,,,,,,1701481,1473526,1701481,1473526,1701481,1448186,10319381,10032266,10319381,10032266,10319381,10042822,9341834,9319722,9341834,9319722,9341834,9407107,0.27,0.188,0.27,0.188,0.27,0.269,0.187,0.091,0.187,0.091,0.187,0.205,318095,134609,318095,134609,318095,296460,-1219273,-1269414,-1219273,-1269414,-1219273,-1150224,2254893,563699,2254893,563699,563866,576378,,,,,,,142108,142501,142108,142501,142108,93700,2254893,563699,2254893,563699,563866,576378,1784348,526273,1784348,526273,507075,511063,3611880,908548,3611880,908548,910772,920759,-1241278,-1196416,-1241278,-1196416,-1241278,-1058026,51849.19212928,299.51,313.51,256.54,2215,,,0,5770,,5770,,5770,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,A,2010-12-10 15:54:53,Stable,2010-12-10 15:54:53,3406733,854422,3406733,854422,859411,866742
"Transcontinental Realty Investors, Inc. (NYSE:TCI)",103021,IQ309316,49060,12057,49060,,12057,12835,1132520,1132520,1132520,,1132520,1134456,266359,266359,266359,,266359,276693,23.519,23.519,23.519,,23.519,24.39,,,,,,,57762,57762,57762,,57762,82509,210825,210825,210825,,210825,223486,866161,866161,866161,,866161,857763,5.474,5.474,5.474,,5.474,3.789,5.065,5.065,5.065,,5.065,3.456,14071,14071,14071,,14071,11897,584596,584596,584596,,584596,576304,-6344,-3488,-6344,,-3488,-1396,174991,174991,174991,,174991,171723,278490,278490,278490,,278490,273896,-6344,-3488,-6344,,-3488,-1396,13803,8292,13803,,8292,724,21175,4234,21175,,4234,5285,258416,258416,258416,,258416,230134,310.92898284,36.26,59.65,27.65,0,,,,,,,,,,,,,,,,"Farmer, Fuqua & Huff, P.C.","Farmer, Fuqua & Huff, P.C.","Farmer, Fuqua & Huff, P.C.",,"Farmer, Fuqua & Huff, P.C.",,,,,,,,,6290,218,6290,,218,1553
"UDR, Inc. (NYSE:UDR)",103025,IQ310667,1748905,445545,1748905,445545,446240,445875,10605674,10333774,10605674,10333774,10605674,10601912,6456911,6228006,6456911,6228006,6456911,6450484,60.882,60.268,60.882,60.268,60.882,60.843,,,,,,,1198441,859498,1198441,859498,1198441,1141603,6004332,5845311,6004332,5845311,6004332,6013665,4148763,4105768,4148763,4105768,4148763,4151428,0.156,0.22,0.156,0.22,0.156,0.161,0.001,0.003,0.001,0.003,0.001,0.002,1222,1300,1222,1300,1222,1194,,,,,,,358963,97814,358963,97814,99074,92122,,,,,,,149979,153564,149979,153564,149979,146749,358963,97814,358963,97814,99074,92122,377704,189831,377704,189831,222902,40409,1165136,291196,1165136,291196,308330,294764,-1011258,-670065,-1011258,-670065,-1011258,-958050,11813.93314308,36.18,43.62,32.94,1048,,,0,1423,,1423,,1423,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,BBB+,2015-06-03 14:56:16,Stable,2015-06-03 14:56:16,1035198,261417,1035198,261417,266135,264157
Universal Health Realty Income Trust (NYSE:UHT),103026,IQ311316,100886,25043,100886,25043,24953,25740,564907,563763,564907,563763,564907,568037,412523,415960,412523,415960,412523,409463,73.025,73.783,73.025,73.783,73.025,72.084,,,,,,,13585,14505,13585,14505,13585,10423,386033,389192,386033,389192,386033,386521,152384,147803,152384,147803,152384,158574,7.803,7.202,7.803,7.202,7.803,10.269,7.803,7.202,7.803,7.202,7.803,10.269,6686,7064,6686,7064,6686,6916,,,,,,,37359,9471,37359,9471,9872,8832,97712,97399,97712,97399,97712,98020,97712,97399,97712,97399,97712,98020,37359,9471,37359,9471,9872,8832,17609,5019,17609,5019,4324,4016,95291,23640,95291,23640,23527,24326,92413,89958,92413,89958,92413,96613,553.08006076,40.35,44.7,35.26,7,,,0,,,,,,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,66049,16643.5,66049,16643.5,16946,16694
Elme Communities (NYSE:ELME),103036,IQ313393,247632,62103,247632,,,62103,,1686859,,,,1686859,,777680,,,,777680,,46.102,,,,46.102,,,,,,,,182599,,,,182599,,709644,,,,709644,,909179,,,,909179,,0.244,,,,0.244,,0.112,,,,0.112,,7088,,,,7088,,,,,,,-12586.8,-2134,-12586.8,,,-2134,,13313,,,,13313,,13313,,,,13313,-12586.8,-2134,-12586.8,,,-2134,-184994.4,-123514,-184994.4,,,-123514,146716.8,35701,146716.8,,,35701,,-138029,,,,-138029,193.71018494,2.16,17.68,1.98,127,,,-12,,,,,,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,NR,2025-11-14 15:57:34,NR,2025-11-14 15:57:34,81207.6,21637,81207.6,,,21637
SITE Centers Corp. (NYSE:SITC),103044,IQ323746,122931,20219,122931,,20219,26617,418737,418737,418737,,418737,653955,83972,83972,83972,,83972,345669,20.054,20.054,20.054,,20.054,52.858,,,,,,,26623,26623,26623,,26623,61852,34330,34330,34330,,34330,248702,334765,334765,334765,,334765,308286,5.376,5.376,5.376,,5.376,2.632,4.994,4.994,4.994,,4.994,2.334,119034,119034,119034,,119034,128234,,,,,,,-2274,-6537,-2274,,-6537,-3846,13015,13015,13015,,13015,15824,13917,13917,13917,,13917,16137,-2274,-6537,-2274,,-6537,-3846,177861,134430,177861,,134430,-6158,82378,12066,82378,,12066,17217,116495,116495,116495,,116495,100949,287.56230952,5.52,13.095,5.24,194,,,0,155,155,155,,155,,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,NR,2024-08-23 12:38:40,NR,2024-08-23 12:38:40,42535,1331,42535,,1331,6922
Vornado Realty Trust (NYSE:VNO),103050,IQ312648,1864571,459105,1864571,459105,448429,475640,15521118,15919537,15521118,15919537,15521118,15747098,8716595,9210077,8716595,9210077,8716595,8729501,56.16,57.854,56.16,57.854,56.16,55.436,,,,,,,1346254,367045,1346254,367045,1346254,383978,7937826,8412678,7937826,8412678,7937826,7947137,6804523,6709460,6804523,6709460,6804523,7017597,1.478,6.142,1.478,6.142,1.478,5.611,1.375,5.787,1.375,5.787,1.375,5.241,840850,1081299,840850,1081299,840850,1009876,,,,,,,326296,51701,326296,51701,60927,79259,995706,1042969,995706,1042969,995706,979941,995706,1042969,995706,1042969,995706,979941,326296,51701,326296,51701,60927,79259,904955,-7317,904955,-7317,16127,27115,944612,212474,944612,212474,214327,233871,644069,1887440,644069,1887440,644069,1770704,5580.86042052,29.87,43.37,24.57,561,,,0,3145,,3145,,3145,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BB+,2023-12-15 12:12:19,Stable,2026-01-16 15:39:33,788113,175683,788113,175683,174177,196281
