CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
"Niagen Bioscience, Inc.",CODYRE,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,CDXC,A,L,5034211,99.92,"Niagen Bioscience, Inc.",United States
"Blue Buffalo Pet Products, Inc.",BLBUFC,Consumer Goods,Food & Beverage,Pet Food,USA,,A,L,303689323,99.92,"Blue Buffalo Pet Products, Inc.",United States
"Solesence, Inc.",NANOPH,Consumer Goods,Personal Care & Beauty,Skin Care Products,USA,NANX,A,L,31841,99.92,"Solesence, Inc.",United States
"Revelyst, Inc.",RVLYSI,Consumer Goods,Other Consumer Goods,Sports Goods,USA,,A,L,1854878457,99.92,"Revelyst, Inc.",United States
"Hanesbrands, Inc.",HANEBR,Consumer Goods,Apparel & Textiles,Clothing,USA,HBI,A,L,4212820,99.92,HanesBrands Inc.,United States
"Laird Superfood, Inc.",RUGGWN,Consumer Goods,Food & Beverage,Functional Foods,USA,,A,L,309171670,99.91,"Laird Superfood, Inc.",United States
Yuenglings Ice Cream Corp.,QMRFEY,Consumer Goods,Food & Beverage,Dairy Products,USA,,A,L,242826885,99.91,Yuengling's Ice Cream Corp.,United States
"The Planting Hope Company, Inc.",FBLNKR,Consumer Goods,Food & Beverage,Food Products,USA,MYLK,A,L,1680601550,99.9,The Planting Hope Company Inc.,United States
"GrowLife, Inc.",CTLLGH,Consumer Goods,Home & Household,Gardening Equipment/Tools,USA,,A,L,172338786,99.9,"GrowLife, Inc.",United States
Yerbaé Brands Corp.,STEPSA,Consumer Goods,Food & Beverage,Functional Beverages,USA,YERB.U,A,L,595177143,99.89,Yerbaé Brands Corp.,United States
"Zivo Bioscience, Inc.",WRGLHL,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,,A,L,7337423,99.89,"ZIVO Bioscience, Inc.",United States
